task_id,logged_date,target_completion_date,department,defect_type,mast_number,severity,priority,section_id,station_code,location,latitude,longitude,estimated_duration_hours,deferred_count,status,corridor_id,source_type,source
TDMS_TASK_023994,2024-05-16,2024-05-30,TRACTION,Catenary Wear,RB-OHE-023994,HIGH,P2_URGENT,SEC_046,PMB,Pullampadi - Kattur Block,10.92877,78.901696,4.1,2,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_023995,2024-10-08,2024-10-12,TRACTION,Neutral Section Fault,RB-OHE-023995,CRITICAL,P1_EMERGENCY,SEC_013,VDR,Vandalur - Urappakkam Block,12.871227,80.074085,2.8,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_023996,2024-03-25,2024-04-08,TRACTION,Catenary Wear,RB-OHE-023996,HIGH,P2_URGENT,SEC_025,OLA,Olakur - Tindivanam Block,12.284444,79.702168,4.2,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_023997,2024-01-17,2024-01-19,TRACTION,Catenary Wear,RB-OHE-023997,CRITICAL,P1_EMERGENCY,SEC_029,VVN,Vikravandi - Mundiyampakkam Block,12.000598,79.514927,3.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_023998,2024-09-09,2024-09-14,TRACTION,Neutral Section Fault,RB-OHE-023998,CRITICAL,P1_EMERGENCY,SEC_013,VDR,Vandalur - Urappakkam Block,12.872664,80.074853,3.4,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_023999,2024-08-07,2024-08-08,TRACTION,Substation Feed Issue,RB-OHE-023999,CRITICAL,P1_EMERGENCY,SEC_011,TBM,Tambaram - Perungalattur Block,12.916323,80.10738,3.7,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024000,2024-09-14,2024-09-20,TRACTION,Catenary Wear,RB-OHE-024000,CRITICAL,P1_EMERGENCY,SEC_041,OTK,Ottakovil - Ariyalur Block,11.189939,79.088412,4.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024001,2024-05-22,2024-05-26,TRACTION,Neutral Section Fault,RB-OHE-024001,CRITICAL,P1_EMERGENCY,SEC_049,VLDE,Valadi - Srirangam Block,10.86798,78.738895,3.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024002,2024-09-01,2024-09-07,TRACTION,Substation Feed Issue,RB-OHE-024002,CRITICAL,P1_EMERGENCY,SEC_045,KKPM,Kallakkudi Palanganatham - Pullampadi Block,10.942962,78.921101,3.3,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024003,2024-01-18,2024-02-14,TRACTION,Insulator Damage,RB-OHE-024003,MEDIUM,P3_NORMAL,SEC_004,STM,St. Thomas Mount - Palavanthangal Block,12.993768,80.19661,1.6,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024004,2024-12-23,2025-01-01,TRACTION,Substation Feed Issue,RB-OHE-024004,HIGH,P2_URGENT,SEC_030,MYP,Mundiyampakkam - Viluppuram Junction Block,11.962629,79.504011,3.3,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024005,2024-11-19,2024-11-23,TRACTION,Substation Feed Issue,RB-OHE-024005,CRITICAL,P1_EMERGENCY,SEC_056,KLS,Kolatur - Manapparai Block,10.660558,78.491892,3.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024006,2024-04-29,2024-05-12,TRACTION,Insulator Damage,RB-OHE-024006,HIGH,P2_URGENT,SEC_045,KKPM,Kallakkudi Palanganatham - Pullampadi Block,10.964242,78.946976,1.8,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024007,2024-04-21,2024-05-19,TRACTION,Catenary Wear,RB-OHE-024007,MEDIUM,P3_NORMAL,SEC_006,MN,Meenambakkam - Tirusulam Block,12.982743,80.170802,4.3,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024008,2024-02-28,2024-03-09,TRACTION,Insulator Damage,RB-OHE-024008,HIGH,P2_URGENT,SEC_021,MMK,Madurantakam - Melmaruvattur Block,12.452428,79.851747,2.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024009,2024-12-20,2025-01-01,TRACTION,Neutral Section Fault,RB-OHE-024009,HIGH,P2_URGENT,SEC_005,PZA,Palavanthangal - Meenambakkam Block,12.986199,80.178339,3.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024010,2024-01-22,2024-01-28,TRACTION,Neutral Section Fault,RB-OHE-024010,HIGH,P2_URGENT,SEC_018,CGL,Chengalpattu Junction - Ottivakkam Block,12.638942,79.976466,3.0,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024011,2024-10-28,2024-10-31,TRACTION,Substation Feed Issue,RB-OHE-024011,CRITICAL,P1_EMERGENCY,SEC_014,UPM,Urappakkam - Guduvancheri Block,12.861577,80.068263,3.4,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024012,2024-02-18,2024-02-22,TRACTION,Insulator Damage,RB-OHE-024012,CRITICAL,P1_EMERGENCY,SEC_005,PZA,Palavanthangal - Meenambakkam Block,12.985345,80.176492,2.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024013,2024-12-20,2024-12-30,TRACTION,Insulator Damage,RB-OHE-024013,HIGH,P2_URGENT,SEC_002,MBM,Mambalam - Guindy Block,13.019946,80.218425,2.1,3,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024014,2024-04-06,2024-04-15,TRACTION,Insulator Damage,RB-OHE-024014,HIGH,P2_URGENT,SEC_045,KKPM,Kallakkudi Palanganatham - Pullampadi Block,10.957683,78.939001,1.9,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024015,2024-06-09,2024-07-03,TRACTION,Neutral Section Fault,RB-OHE-024015,MEDIUM,P3_NORMAL,SEC_004,STM,St. Thomas Mount - Palavanthangal Block,12.992951,80.194346,3.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024016,2024-01-22,2024-01-28,TRACTION,Catenary Wear,RB-OHE-024016,CRITICAL,P1_EMERGENCY,SEC_006,MN,Meenambakkam - Tirusulam Block,12.982282,80.16979,3.8,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024017,2024-04-17,2024-04-24,TRACTION,Catenary Wear,RB-OHE-024017,HIGH,P2_URGENT,SEC_056,KLS,Kolatur - Manapparai Block,10.678106,78.516219,3.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024018,2024-12-11,2024-12-22,TRACTION,Insulator Damage,RB-OHE-024018,HIGH,P2_URGENT,SEC_025,OLA,Olakur - Tindivanam Block,12.235735,79.657553,2.0,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024019,2024-08-04,2024-08-17,TRACTION,Catenary Wear,RB-OHE-024019,HIGH,P2_URGENT,SEC_037,PNDM,Pennadam - Ichchangadu Block,11.392521,79.220625,3.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024020,2024-04-29,2024-05-13,TRACTION,Neutral Section Fault,RB-OHE-024020,HIGH,P2_URGENT,SEC_053,TPE,Tiruchchirappalli Palakarai - Tiruchchirappalli Junction Block,10.802662,78.690781,3.1,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024021,2024-11-21,2024-11-23,TRACTION,Neutral Section Fault,RB-OHE-024021,CRITICAL,P1_EMERGENCY,SEC_027,MTL,Mailam - Perani Block,12.122463,79.569275,3.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024022,2024-12-06,2024-12-09,TRACTION,Substation Feed Issue,RB-OHE-024022,CRITICAL,P1_EMERGENCY,SEC_041,OTK,Ottakovil - Ariyalur Block,11.178688,79.08299,3.4,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024023,2024-05-30,2024-06-13,TRACTION,Neutral Section Fault,RB-OHE-024023,HIGH,P2_URGENT,SEC_003,GDY,Guindy - St. Thomas Mount Block,13.004352,80.208497,2.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024024,2024-05-17,2024-05-21,TRACTION,Substation Feed Issue,RB-OHE-024024,CRITICAL,P1_EMERGENCY,SEC_019,OV,Ottivakkam - Karunguzhi Block,12.566256,79.93554,3.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024025,2024-11-01,2024-11-06,TRACTION,Substation Feed Issue,RB-OHE-024025,CRITICAL,P1_EMERGENCY,SEC_041,OTK,Ottakovil - Ariyalur Block,11.1682,79.077936,3.4,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024026,2024-07-16,2024-07-24,TRACTION,Insulator Damage,RB-OHE-024026,HIGH,P2_URGENT,SEC_045,KKPM,Kallakkudi Palanganatham - Pullampadi Block,10.964847,78.947711,2.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024027,2024-04-14,2024-04-28,TRACTION,Catenary Wear,RB-OHE-024027,HIGH,P2_URGENT,SEC_034,PVN,Pavunur - Vriddhachalam Junction Block,11.597368,79.315758,4.2,1,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024028,2024-08-05,2024-09-03,TRACTION,Insulator Damage,RB-OHE-024028,MEDIUM,P3_NORMAL,SEC_002,MBM,Mambalam - Guindy Block,13.029711,80.223464,1.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024029,2024-05-12,2024-05-13,TRACTION,Substation Feed Issue,RB-OHE-024029,CRITICAL,P1_EMERGENCY,SEC_051,TPTN,Tiruchchirappalli Town - Tiruchchirapalli Fort Block,10.826918,78.69379,3.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024030,2024-05-25,2024-05-26,TRACTION,Insulator Damage,RB-OHE-024030,CRITICAL,P1_EMERGENCY,SEC_013,VDR,Vandalur - Urappakkam Block,12.877439,80.077404,2.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024031,2024-08-30,2024-08-31,TRACTION,Neutral Section Fault,RB-OHE-024031,CRITICAL,P1_EMERGENCY,SEC_004,STM,St. Thomas Mount - Palavanthangal Block,12.992403,80.192828,3.6,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024032,2024-05-10,2024-05-24,TRACTION,Neutral Section Fault,RB-OHE-024032,HIGH,P2_URGENT,SEC_016,CTM,Kattangulathur - Singaperumal Koil Block,12.79397,80.019768,2.6,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024033,2024-07-11,2024-07-13,TRACTION,Substation Feed Issue,RB-OHE-024033,CRITICAL,P1_EMERGENCY,SEC_031,VM,Viluppuram Junction - Kandambakkam Block,11.911036,79.468269,3.5,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024034,2024-08-30,2024-09-14,TRACTION,Insulator Damage,RB-OHE-024034,HIGH,P2_URGENT,SEC_016,CTM,Kattangulathur - Singaperumal Koil Block,12.765407,80.002844,2.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024035,2024-11-28,2024-12-13,TRACTION,Catenary Wear,RB-OHE-024035,HIGH,P2_URGENT,SEC_038,ICG,Ichchangadu - Mathur Block,11.347791,79.213592,4.1,2,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024036,2024-11-25,2024-11-30,TRACTION,Substation Feed Issue,RB-OHE-024036,CRITICAL,P1_EMERGENCY,SEC_003,GDY,Guindy - St. Thomas Mount Block,13.001799,80.206067,3.3,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024037,2024-11-20,2024-12-01,TRACTION,Catenary Wear,RB-OHE-024037,HIGH,P2_URGENT,SEC_049,VLDE,Valadi - Srirangam Block,10.861453,78.71163,4.0,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024038,2024-09-30,2024-10-17,TRACTION,Insulator Damage,RB-OHE-024038,HIGH,P2_URGENT,SEC_054,TPJ,Tiruchchirappalli Junction - Punggudi Block,10.763282,78.64148,1.7,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024039,2024-06-16,2024-06-28,TRACTION,Neutral Section Fault,RB-OHE-024039,HIGH,P2_URGENT,SEC_012,PRGL,Perungalattur - Vandalur Block,12.896174,80.088348,2.8,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024040,2024-06-10,2024-06-16,TRACTION,Insulator Damage,RB-OHE-024040,CRITICAL,P1_EMERGENCY,SEC_046,PMB,Pullampadi - Kattur Block,10.922957,78.893482,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024041,2024-01-25,2024-01-31,TRACTION,Catenary Wear,RB-OHE-024041,CRITICAL,P1_EMERGENCY,SEC_059,VPJ,Vaiyampatti - Kalpattichatram Block,10.530633,78.270728,4.0,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024042,2024-10-14,2024-10-29,TRACTION,Catenary Wear,RB-OHE-024042,HIGH,P2_URGENT,SEC_035,VRI,Vriddhachalam Junction - Talanallur Block,11.500854,79.292432,4.1,3,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024043,2024-12-07,2024-12-08,TRACTION,Insulator Damage,RB-OHE-024043,CRITICAL,P1_EMERGENCY,SEC_063,KON,Kudalnagar - Madurai Junction Block,9.941387,78.106157,2.2,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024044,2024-08-19,2024-08-20,TRACTION,Neutral Section Fault,RB-OHE-024044,CRITICAL,P1_EMERGENCY,SEC_006,MN,Meenambakkam - Tirusulam Block,12.98286,80.17106,2.7,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024045,2024-12-06,2024-12-08,TRACTION,Catenary Wear,RB-OHE-024045,CRITICAL,P1_EMERGENCY,SEC_063,KON,Kudalnagar - Madurai Junction Block,9.943294,78.105802,4.3,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024046,2024-07-06,2024-07-23,TRACTION,Insulator Damage,RB-OHE-024046,HIGH,P2_URGENT,SEC_062,VDM,Vadamadurai - Kudalnagar Block,10.306408,78.10329,2.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024047,2024-02-11,2024-02-26,TRACTION,Neutral Section Fault,RB-OHE-024047,HIGH,P2_URGENT,SEC_009,CMP,Chromepet - Tambaram Sanatorium Block,12.946979,80.137588,3.0,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024048,2024-11-19,2024-12-07,TRACTION,Insulator Damage,RB-OHE-024048,MEDIUM,P3_NORMAL,SEC_013,VDR,Vandalur - Urappakkam Block,12.885221,80.081563,2.0,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024049,2024-05-29,2024-05-30,TRACTION,Neutral Section Fault,RB-OHE-024049,CRITICAL,P1_EMERGENCY,SEC_034,PVN,Pavunur - Vriddhachalam Junction Block,11.578389,79.315985,2.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024050,2024-07-03,2024-07-09,TRACTION,Insulator Damage,RB-OHE-024050,CRITICAL,P1_EMERGENCY,SEC_053,TPE,Tiruchchirappalli Palakarai - Tiruchchirappalli Junction Block,10.796135,78.686514,2.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024051,2024-08-12,2024-08-27,TRACTION,Substation Feed Issue,RB-OHE-024051,MEDIUM,P3_NORMAL,SEC_067,TIP,Tattapparai - Milavittan Block,8.826201,78.029442,3.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024052,2024-06-09,2024-06-13,TRACTION,Neutral Section Fault,RB-OHE-024052,CRITICAL,P1_EMERGENCY,SEC_054,TPJ,Tiruchchirappalli Junction - Punggudi Block,10.784027,78.670814,3.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024053,2024-06-09,2024-06-18,TRACTION,Neutral Section Fault,RB-OHE-024053,HIGH,P2_URGENT,SEC_052,TP,Tiruchchirapalli Fort - Tiruchchirappalli Palakarai Block,10.817375,78.69143,3.2,1,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024054,2024-09-01,2024-09-04,TRACTION,Neutral Section Fault,RB-OHE-024054,CRITICAL,P1_EMERGENCY,SEC_066,APK,Aruppukkottai - Tattapparai Block,9.2439,78.070781,3.0,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024055,2024-04-27,2024-05-01,TRACTION,Substation Feed Issue,RB-OHE-024055,CRITICAL,P1_EMERGENCY,SEC_049,VLDE,Valadi - Srirangam Block,10.860412,78.707278,3.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024056,2024-06-07,2024-06-11,TRACTION,Substation Feed Issue,RB-OHE-024056,CRITICAL,P1_EMERGENCY,SEC_028,PEI,Perani - Vikravandi Block,12.098789,79.551564,3.0,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024057,2024-02-24,2024-03-12,TRACTION,Catenary Wear,RB-OHE-024057,HIGH,P2_URGENT,SEC_013,VDR,Vandalur - Urappakkam Block,12.885203,80.081553,4.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024058,2024-04-14,2024-04-19,TRACTION,Neutral Section Fault,RB-OHE-024058,CRITICAL,P1_EMERGENCY,SEC_054,TPJ,Tiruchchirappalli Junction - Punggudi Block,10.763353,78.641581,2.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024059,2024-09-21,2024-09-27,TRACTION,Neutral Section Fault,RB-OHE-024059,CRITICAL,P1_EMERGENCY,SEC_004,STM,St. Thomas Mount - Palavanthangal Block,12.993753,80.196568,3.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024060,2024-07-07,2024-07-12,TRACTION,Insulator Damage,RB-OHE-024060,CRITICAL,P1_EMERGENCY,SEC_010,TBMS,Tambaram Sanatorium - Tambaram Block,12.929868,80.122585,2.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024061,2024-05-14,2024-05-15,TRACTION,Neutral Section Fault,RB-OHE-024061,CRITICAL,P1_EMERGENCY,SEC_003,GDY,Guindy - St. Thomas Mount Block,12.998732,80.203147,3.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024062,2024-12-09,2024-12-18,TRACTION,Substation Feed Issue,RB-OHE-024062,HIGH,P2_URGENT,SEC_017,SKL,Singaperumal Koil - Chengalpattu Junction Block,12.707945,79.984802,3.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024063,2024-03-14,2024-03-21,TRACTION,Catenary Wear,RB-OHE-024063,HIGH,P2_URGENT,SEC_031,VM,Viluppuram Junction - Kandambakkam Block,11.928466,79.485824,4.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024064,2024-07-02,2024-07-05,TRACTION,Neutral Section Fault,RB-OHE-024064,CRITICAL,P1_EMERGENCY,SEC_065,TDN,Tiruparankundram - Aruppukkottai Block,9.767664,78.077012,3.1,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024065,2024-01-25,2024-02-18,TRACTION,Neutral Section Fault,RB-OHE-024065,MEDIUM,P3_NORMAL,SEC_010,TBMS,Tambaram Sanatorium - Tambaram Block,12.932695,80.125822,2.8,2,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024066,2024-12-28,2025-01-02,TRACTION,Neutral Section Fault,RB-OHE-024066,CRITICAL,P1_EMERGENCY,SEC_030,MYP,Mundiyampakkam - Viluppuram Junction Block,11.961034,79.50364,3.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024067,2024-11-03,2024-11-11,TRACTION,Insulator Damage,RB-OHE-024067,HIGH,P2_URGENT,SEC_039,MTUR,Mathur - Sendurai Block,11.283696,79.1849,2.1,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024068,2024-10-27,2024-10-29,TRACTION,Insulator Damage,RB-OHE-024068,CRITICAL,P1_EMERGENCY,SEC_031,VM,Viluppuram Junction - Kandambakkam Block,11.932794,79.490183,2.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024069,2024-04-08,2024-04-16,TRACTION,Neutral Section Fault,RB-OHE-024069,HIGH,P2_URGENT,SEC_017,SKL,Singaperumal Koil - Chengalpattu Junction Block,12.740023,79.994297,2.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024070,2024-06-26,2024-06-29,TRACTION,Substation Feed Issue,RB-OHE-024070,CRITICAL,P1_EMERGENCY,SEC_039,MTUR,Mathur - Sendurai Block,11.268101,79.175377,3.5,3,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024071,2024-06-14,2024-06-19,TRACTION,Insulator Damage,RB-OHE-024071,CRITICAL,P1_EMERGENCY,SEC_057,MPA,Manapparai - Chettiyapatti Block,10.598821,78.40454,1.9,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024072,2024-05-03,2024-05-05,TRACTION,Catenary Wear,RB-OHE-024072,CRITICAL,P1_EMERGENCY,SEC_014,UPM,Urappakkam - Guduvancheri Block,12.864482,80.07015,4.2,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024073,2024-01-09,2024-01-12,TRACTION,Neutral Section Fault,RB-OHE-024073,CRITICAL,P1_EMERGENCY,SEC_047,KTTR,Kattur - Lalgudi Block,10.880934,78.826046,2.8,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
TDMS_TASK_024074,2024-08-24,2024-08-25,TRACTION,Substation Feed Issue,RB-OHE-024074,CRITICAL,P1_EMERGENCY,SEC_018,CGL,Chengalpattu Junction - Ottivakkam Block,12.684209,79.979829,3.4,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated TRD Maintenance Model
