task_id,logged_date,target_completion_date,department,defect_type,severity,priority,section_id,start_km,end_km,station_code,location,latitude,longitude,estimated_duration_hours,deferred_count,status,corridor_id,source_type,source
TMS_TASK_021894,2024-03-31,2024-04-01,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_044,193.203,193.691,KLGM,Kallagam - Kallakkudi Palanganatham Block,11.021876,79.001919,2.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021895,2024-11-18,2024-12-06,ENGINEERING,Ballast Issue,MEDIUM,P3_NORMAL,SEC_012,136.247,136.837,PRGL,Perungalattur - Vandalur Block,12.900301,80.091396,3.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021896,2024-10-16,2024-10-23,ENGINEERING,Track Parameter Deviation,CRITICAL,P1_EMERGENCY,SEC_032,164.98,165.438,KDMD,Kandambakkam - Tiruvennainallur Road Block,11.864418,79.430263,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021897,2024-02-16,2024-02-17,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_034,96.131,97.037,PVN,Pavunur - Vriddhachalam Junction Block,11.583479,79.315924,4.1,1,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021898,2024-09-01,2024-09-07,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_033,93.872,93.943,TVNL,Tiruvennainallur Road - Pavunur Block,11.757314,79.379055,3.8,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021899,2024-01-06,2024-01-17,ENGINEERING,Rail Fracture Risk,HIGH,P2_URGENT,SEC_064,63.173,64.505,MDU,Madurai Junction - Tiruparankundram Block,9.914197,78.104257,3.8,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021900,2024-01-23,2024-01-28,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_048,47.105,48.54,LLI,Lalgudi - Valadi Block,10.873077,78.768447,2.3,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021901,2024-12-08,2024-12-26,ENGINEERING,Weld Failure,MEDIUM,P3_NORMAL,SEC_016,11.319,11.635,CTM,Kattangulathur - Singaperumal Koil Block,12.786797,80.015518,2.4,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021902,2024-08-09,2024-08-19,ENGINEERING,Track Parameter Deviation,HIGH,P2_URGENT,SEC_050,87.617,87.788,SRGM,Srirangam - Tiruchchirappalli Town Block,10.85257,78.697241,2.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021903,2024-02-19,2024-03-06,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_023,194.777,195.471,TZD,Tozhuppedu - Karasangal Block,12.361096,79.776893,4.6,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021904,2024-06-26,2024-07-04,ENGINEERING,Ballast Issue,HIGH,P2_URGENT,SEC_026,185.361,186.802,TMV,Tindivanam - Mailam Block,12.208652,79.63683,3.4,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021905,2024-12-07,2024-12-18,ENGINEERING,Track Parameter Deviation,HIGH,P2_URGENT,SEC_054,151.17,151.313,TPJ,Tiruchchirappalli Junction - Punggudi Block,10.782215,78.668251,2.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021906,2024-07-01,2024-07-03,ENGINEERING,Deep Screening Overdue,CRITICAL,P1_EMERGENCY,SEC_044,78.639,79.005,KLGM,Kallagam - Kallakkudi Palanganatham Block,10.995658,78.977203,4.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021907,2024-09-12,2024-09-25,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_037,111.611,112.076,PNDM,Pennadam - Ichchangadu Block,11.374344,79.21959,4.6,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021908,2024-02-25,2024-03-13,ENGINEERING,Weld Failure,HIGH,P2_URGENT,SEC_009,157.356,157.702,CMP,Chromepet - Tambaram Sanatorium Block,12.948907,80.138913,2.4,1,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021909,2024-09-13,2024-10-01,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_013,0.86,0.926,VDR,Vandalur - Urappakkam Block,12.880502,80.079041,4.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021910,2024-10-24,2024-10-27,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_060,189.943,190.98,KFC,Kalpattichatram - Ayyalur Block,10.498133,78.187154,2.4,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021911,2024-01-21,2024-02-29,ENGINEERING,Weld Failure,MEDIUM,P3_NORMAL,SEC_002,169.223,169.609,MBM,Mambalam - Guindy Block,13.031733,80.224507,2.6,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021912,2024-08-23,2024-09-01,ENGINEERING,Ballast Issue,HIGH,P2_URGENT,SEC_060,193.363,193.851,KFC,Kalpattichatram - Ayyalur Block,10.513424,78.22339,3.4,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021913,2024-01-18,2024-02-15,ENGINEERING,Ballast Issue,MEDIUM,P3_NORMAL,SEC_057,26.513,26.692,MPA,Manapparai - Chettiyapatti Block,10.600736,78.40759,3.7,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021914,2024-09-25,2024-10-10,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_043,192.729,193.045,SLTH,Sillakkudi - Kallagam Block,11.036356,79.010062,4.6,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021915,2024-05-26,2024-07-08,ENGINEERING,Track Parameter Deviation,MEDIUM,P3_NORMAL,SEC_019,139.168,139.455,OV,Ottivakkam - Karunguzhi Block,12.560186,79.93127,2.2,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021916,2024-11-13,2024-12-02,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_011,131.454,132.654,TBM,Tambaram - Perungalattur Block,12.918544,80.109851,4.6,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021917,2024-06-06,2024-06-19,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_047,44.117,45.287,KTTR,Kattur - Lalgudi Block,10.878268,78.820861,4.5,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021918,2024-10-27,2024-11-14,ENGINEERING,Rail Fracture Risk,HIGH,P2_URGENT,SEC_063,108.153,109.536,KON,Kudalnagar - Madurai Junction Block,9.922045,78.109756,4.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021919,2024-02-25,2024-03-17,ENGINEERING,Weld Failure,HIGH,P2_URGENT,SEC_007,80.874,81.973,TLM,Tirusulam - Pallavaram Block,12.975197,80.16018,2.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021920,2024-10-23,2024-11-01,ENGINEERING,Rail Fracture Risk,HIGH,P2_URGENT,SEC_031,198.51,199.579,VM,Viluppuram Junction - Kandambakkam Block,11.91961,79.476904,4.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021921,2024-08-11,2024-08-28,ENGINEERING,Track Parameter Deviation,MEDIUM,P3_NORMAL,SEC_055,74.685,74.962,PUG,Punggudi - Kolatur Block,10.729847,78.592179,2.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021922,2024-02-20,2024-02-24,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_025,52.012,52.979,OLA,Olakur - Tindivanam Block,12.285628,79.703252,2.6,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021923,2024-08-10,2024-09-13,ENGINEERING,Weld Failure,MEDIUM,P3_NORMAL,SEC_030,192.679,192.994,MYP,Mundiyampakkam - Viluppuram Junction Block,11.954957,79.502229,2.3,1,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021924,2024-01-13,2024-02-17,ENGINEERING,Ballast Issue,MEDIUM,P3_NORMAL,SEC_036,45.95,45.983,TLNR,Talanallur - Pennadam Block,11.424515,79.23866,3.7,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021925,2024-12-31,2025-01-18,ENGINEERING,Weld Failure,HIGH,P2_URGENT,SEC_050,178.952,180.115,SRGM,Srirangam - Tiruchchirappalli Town Block,10.846906,78.698653,2.8,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021926,2024-01-16,2024-02-05,ENGINEERING,Ballast Issue,MEDIUM,P3_NORMAL,SEC_014,193.264,193.751,UPM,Urappakkam - Guduvancheri Block,12.865973,80.071117,3.5,4,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021927,2024-04-15,2024-05-21,ENGINEERING,Track Parameter Deviation,MEDIUM,P3_NORMAL,SEC_029,74.353,74.387,VVN,Vikravandi - Mundiyampakkam Block,12.008392,79.519746,1.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021928,2024-04-10,2024-04-14,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_027,151.344,151.647,MTL,Mailam - Perani Block,12.132736,79.578208,4.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021929,2024-06-25,2024-06-28,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_050,164.239,164.721,SRGM,Srirangam - Tiruchchirappalli Town Block,10.854415,78.696781,3.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021930,2024-04-24,2024-06-03,ENGINEERING,Deep Screening Overdue,MEDIUM,P3_NORMAL,SEC_036,126.698,127.561,TLNR,Talanallur - Pennadam Block,11.458165,79.261498,4.4,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021931,2024-12-25,2025-01-06,ENGINEERING,Ballast Issue,HIGH,P2_URGENT,SEC_034,152.113,152.408,PVN,Pavunur - Vriddhachalam Junction Block,11.559312,79.316213,3.4,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021932,2024-09-28,2024-10-14,ENGINEERING,Ballast Issue,MEDIUM,P3_NORMAL,SEC_021,33.503,34.489,MMK,Madurantakam - Melmaruvattur Block,12.463537,79.860579,3.4,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021933,2024-12-15,2024-12-18,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_038,119.432,120.483,ICG,Ichchangadu - Mathur Block,11.356705,79.215855,4.0,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021934,2024-03-19,2024-04-03,ENGINEERING,Ballast Issue,HIGH,P2_URGENT,SEC_050,120.565,121.588,SRGM,Srirangam - Tiruchchirappalli Town Block,10.852708,78.697207,3.6,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021935,2024-08-03,2024-08-12,ENGINEERING,Weld Failure,HIGH,P2_URGENT,SEC_037,130.296,130.993,PNDM,Pennadam - Ichchangadu Block,11.374858,79.219619,2.4,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021936,2024-11-17,2024-12-08,ENGINEERING,Track Parameter Deviation,HIGH,P2_URGENT,SEC_019,192.865,193.181,OV,Ottivakkam - Karunguzhi Block,12.607195,79.964338,2.0,1,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021937,2024-09-23,2024-09-28,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_001,165.264,165.722,MS,Chennai Egmore - Mambalam Block,13.072705,80.257001,3.8,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021938,2024-12-08,2024-12-29,ENGINEERING,Weld Failure,HIGH,P2_URGENT,SEC_040,136.449,136.824,SNDI,Sendurai - Ottakovil Block,11.231609,79.127174,2.7,4,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021939,2024-08-01,2024-08-06,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_055,88.065,88.514,PUG,Punggudi - Kolatur Block,10.734295,78.598985,2.3,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021940,2024-04-11,2024-04-28,ENGINEERING,Ballast Issue,MEDIUM,P3_NORMAL,SEC_026,87.961,88.41,TMV,Tindivanam - Mailam Block,12.184998,79.619874,3.6,2,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021941,2024-06-21,2024-06-23,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_043,7.966,8.596,SLTH,Sillakkudi - Kallagam Block,11.061652,79.021446,2.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021942,2024-03-04,2024-03-10,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_059,133.019,133.481,VPJ,Vaiyampatti - Kalpattichatram Block,10.537696,78.291706,2.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021943,2024-07-12,2024-07-14,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_051,64.235,65.123,TPTN,Tiruchchirappalli Town - Tiruchchirapalli Fort Block,10.828898,78.701464,2.3,4,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021944,2024-06-07,2024-06-14,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_015,173.895,174.454,GI,Guduvancheri - Kattangulathur Block,12.840724,80.054127,2.6,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021945,2024-02-18,2024-03-28,ENGINEERING,Track Parameter Deviation,MEDIUM,P3_NORMAL,SEC_008,158.923,159.587,PV,Pallavaram - Chromepet Block,12.958693,80.145768,2.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021946,2024-01-26,2024-02-02,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_014,180.905,181.18,UPM,Urappakkam - Guduvancheri Block,12.851153,80.061496,2.5,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021947,2024-07-13,2024-07-31,ENGINEERING,Weld Failure,HIGH,P2_URGENT,SEC_007,198.518,198.631,TLM,Tirusulam - Pallavaram Block,12.971818,80.156576,2.4,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021948,2024-12-06,2025-01-15,ENGINEERING,Track Parameter Deviation,MEDIUM,P3_NORMAL,SEC_018,88.234,88.351,CGL,Chengalpattu Junction - Ottivakkam Block,12.652183,79.97745,1.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021949,2024-10-29,2024-11-07,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_012,89.083,89.599,PRGL,Perungalattur - Vandalur Block,12.901972,80.09263,5.0,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021950,2024-01-08,2024-01-16,ENGINEERING,Rail Fracture Risk,HIGH,P2_URGENT,SEC_002,138.189,138.408,MBM,Mambalam - Guindy Block,13.013796,80.215251,4.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021951,2024-08-10,2024-08-25,ENGINEERING,Weld Failure,HIGH,P2_URGENT,SEC_050,91.607,91.986,SRGM,Srirangam - Tiruchchirappalli Town Block,10.840211,78.700322,2.7,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021952,2024-12-22,2024-12-24,ENGINEERING,Track Parameter Deviation,CRITICAL,P1_EMERGENCY,SEC_021,67.87,69.24,MMK,Madurantakam - Melmaruvattur Block,12.453414,79.852531,1.8,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021953,2024-07-14,2024-07-29,ENGINEERING,Ballast Issue,MEDIUM,P3_NORMAL,SEC_007,151.95,152.777,TLM,Tirusulam - Pallavaram Block,12.977221,80.162337,3.5,1,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021954,2024-02-22,2024-03-13,ENGINEERING,Ballast Issue,HIGH,P2_URGENT,SEC_012,93.496,93.777,PRGL,Perungalattur - Vandalur Block,12.901352,80.092172,3.6,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021955,2024-01-17,2024-01-27,ENGINEERING,Ballast Issue,HIGH,P2_URGENT,SEC_057,192.704,193.02,MPA,Manapparai - Chettiyapatti Block,10.577187,78.37007,3.3,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021956,2024-05-16,2024-05-31,ENGINEERING,Track Parameter Deviation,HIGH,P2_URGENT,SEC_023,46.668,47.07,TZD,Tozhuppedu - Karasangal Block,12.352591,79.768361,2.0,3,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021957,2024-06-11,2024-06-18,ENGINEERING,Rail Fracture Risk,CRITICAL,P1_EMERGENCY,SEC_030,92.071,93.062,MYP,Mundiyampakkam - Viluppuram Junction Block,11.96584,79.504757,4.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021958,2024-02-17,2024-02-28,ENGINEERING,Ballast Issue,HIGH,P2_URGENT,SEC_058,126.867,127.064,CII,Chettiyapatti - Vaiyampatti Block,10.568186,78.354589,3.5,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021959,2024-05-31,2024-06-13,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_052,178.334,178.891,TP,Tiruchchirapalli Fort - Tiruchchirappalli Palakarai Block,10.818458,78.69112,4.5,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021960,2024-02-05,2024-02-29,ENGINEERING,Ballast Issue,MEDIUM,P3_NORMAL,SEC_056,134.539,135.035,KLS,Kolatur - Manapparai Block,10.621461,78.437689,3.7,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021961,2024-07-27,2024-09-06,ENGINEERING,Ballast Issue,MEDIUM,P3_NORMAL,SEC_010,19.893,21.133,TBMS,Tambaram Sanatorium - Tambaram Block,12.927354,80.119707,3.4,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021962,2024-08-04,2024-08-21,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_019,75.386,76.116,OV,Ottivakkam - Karunguzhi Block,12.558646,79.930186,4.7,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021963,2024-03-12,2024-03-15,ENGINEERING,Track Parameter Deviation,CRITICAL,P1_EMERGENCY,SEC_019,176.195,177.646,OV,Ottivakkam - Karunguzhi Block,12.573694,79.940772,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021964,2024-03-12,2024-03-24,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_059,66.988,68.409,VPJ,Vaiyampatti - Kalpattichatram Block,10.522365,78.246173,4.2,2,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021965,2024-06-19,2024-06-27,ENGINEERING,Deep Screening Overdue,HIGH,P2_URGENT,SEC_044,74.759,75.202,KLGM,Kallagam - Kallakkudi Palanganatham Block,10.97619,78.958851,4.6,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021966,2024-10-01,2024-10-19,ENGINEERING,Ballast Issue,MEDIUM,P3_NORMAL,SEC_059,38.662,39.174,VPJ,Vaiyampatti - Kalpattichatram Block,10.524165,78.251518,3.7,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021967,2024-05-31,2024-06-19,ENGINEERING,Weld Failure,HIGH,P2_URGENT,SEC_004,154.334,154.772,STM,St. Thomas Mount - Palavanthangal Block,12.991283,80.189728,2.2,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021968,2024-08-26,2024-09-09,ENGINEERING,Track Parameter Deviation,HIGH,P2_URGENT,SEC_065,35.687,36.095,TDN,Tiruparankundram - Aruppukkottai Block,9.716776,78.082429,1.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021969,2024-08-26,2024-09-10,ENGINEERING,Track Parameter Deviation,HIGH,P2_URGENT,SEC_013,87.61,87.781,VDR,Vandalur - Urappakkam Block,12.87893,80.078201,1.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021970,2024-07-24,2024-07-25,ENGINEERING,Weld Failure,CRITICAL,P1_EMERGENCY,SEC_067,152.579,153.255,TIP,Tattapparai - Milavittan Block,8.820805,78.051048,2.2,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
TMS_TASK_021971,2024-02-12,2024-02-27,ENGINEERING,Track Parameter Deviation,HIGH,P2_URGENT,SEC_012,174.463,175.955,PRGL,Perungalattur - Vandalur Block,12.895478,80.087834,2.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated Generator / CAG Report 45 Track Audit
