task_id,logged_date,target_completion_date,department,defect_type,signal_id,severity,priority,section_id,station_code,location,latitude,longitude,estimated_duration_hours,deferred_count,status,corridor_id,source_type,source
SMMS_TASK_024470,2024-03-05,2024-03-25,SIGNAL,Track Circuit Failure,RB-SIG-024470,MEDIUM,P3_NORMAL,SEC_032,KDMD,Kandambakkam - Tiruvennainallur Road Block,11.852701,79.421552,2.0,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024471,2024-08-20,2024-08-24,SIGNAL,Track Circuit Failure,RB-SIG-024471,CRITICAL,P1_EMERGENCY,SEC_026,TMV,Tindivanam - Mailam Block,12.220456,79.645291,2.2,4,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024472,2024-09-19,2024-10-19,SIGNAL,Axle Counter Error,RB-SIG-024472,MEDIUM,P3_NORMAL,SEC_058,CII,Chettiyapatti - Vaiyampatti Block,10.565596,78.349787,1.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024473,2024-11-22,2024-12-02,SIGNAL,Interlocking Fault,RB-SIG-024473,HIGH,P2_URGENT,SEC_028,PEI,Perani - Vikravandi Block,12.053617,79.544049,4.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024474,2024-06-02,2024-06-24,SIGNAL,Cable Fault,RB-SIG-024474,MEDIUM,P3_NORMAL,SEC_020,KGZ,Karunguzhi - Madurantakam Block,12.524089,79.90619,2.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024475,2024-01-09,2024-01-14,SIGNAL,Cable Fault,RB-SIG-024475,HIGH,P2_URGENT,SEC_055,PUG,Punggudi - Kolatur Block,10.723746,78.582842,2.8,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024476,2024-03-30,2024-04-14,SIGNAL,Interlocking Fault,RB-SIG-024476,MEDIUM,P3_NORMAL,SEC_005,PZA,Palavanthangal - Meenambakkam Block,12.985402,80.176615,4.0,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024477,2024-12-26,2025-01-09,SIGNAL,Track Circuit Failure,RB-SIG-024477,HIGH,P2_URGENT,SEC_050,SRGM,Srirangam - Tiruchchirappalli Town Block,10.836073,78.701353,2.0,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024478,2024-10-19,2024-11-02,SIGNAL,Axle Counter Error,RB-SIG-024478,HIGH,P2_URGENT,SEC_010,TBMS,Tambaram Sanatorium - Tambaram Block,12.92693,80.119221,2.4,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024479,2024-07-14,2024-07-19,SIGNAL,Cable Fault,RB-SIG-024479,HIGH,P2_URGENT,SEC_009,CMP,Chromepet - Tambaram Sanatorium Block,12.947899,80.138219,2.9,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024480,2024-11-23,2024-11-26,SIGNAL,Track Circuit Failure,RB-SIG-024480,CRITICAL,P1_EMERGENCY,SEC_001,MS,Chennai Egmore - Mambalam Block,13.052146,80.239655,2.3,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024481,2024-04-02,2024-04-05,SIGNAL,Point Machine Issue,RB-SIG-024481,CRITICAL,P1_EMERGENCY,SEC_033,TVNL,Tiruvennainallur Road - Pavunur Block,11.743438,79.373436,2.4,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024482,2024-01-02,2024-01-03,SIGNAL,Axle Counter Error,RB-SIG-024482,CRITICAL,P1_EMERGENCY,SEC_059,VPJ,Vaiyampatti - Kalpattichatram Block,10.537185,78.29019,2.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024483,2024-08-27,2024-09-10,SIGNAL,Axle Counter Error,RB-SIG-024483,MEDIUM,P3_NORMAL,SEC_016,CTM,Kattangulathur - Singaperumal Koil Block,12.783186,80.013378,2.3,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024484,2024-11-17,2024-11-21,SIGNAL,Interlocking Fault,RB-SIG-024484,CRITICAL,P1_EMERGENCY,SEC_066,APK,Aruppukkottai - Tattapparai Block,8.888474,78.030139,3.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024485,2024-02-18,2024-02-27,SIGNAL,Cable Fault,RB-SIG-024485,HIGH,P2_URGENT,SEC_010,TBMS,Tambaram Sanatorium - Tambaram Block,12.929701,80.122395,3.3,2,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024486,2024-01-10,2024-01-16,SIGNAL,Point Machine Issue,RB-SIG-024486,HIGH,P2_URGENT,SEC_027,MTL,Mailam - Perani Block,12.108795,79.557391,2.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024487,2024-09-27,2024-10-04,SIGNAL,Track Circuit Failure,RB-SIG-024487,HIGH,P2_URGENT,SEC_055,PUG,Punggudi - Kolatur Block,10.738078,78.604774,2.1,1,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024488,2024-09-16,2024-09-27,SIGNAL,Axle Counter Error,RB-SIG-024488,HIGH,P2_URGENT,SEC_036,TLNR,Talanallur - Pennadam Block,11.432169,79.243854,2.0,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024489,2024-01-15,2024-01-21,SIGNAL,Interlocking Fault,RB-SIG-024489,HIGH,P2_URGENT,SEC_055,PUG,Punggudi - Kolatur Block,10.722179,78.580445,4.2,3,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024490,2024-11-16,2024-11-19,SIGNAL,Track Circuit Failure,RB-SIG-024490,CRITICAL,P1_EMERGENCY,SEC_054,TPJ,Tiruchchirappalli Junction - Punggudi Block,10.783083,78.669479,2.5,0,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024491,2024-12-23,2024-12-26,SIGNAL,Interlocking Fault,RB-SIG-024491,CRITICAL,P1_EMERGENCY,SEC_031,VM,Viluppuram Junction - Kandambakkam Block,11.930131,79.4875,3.8,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024492,2024-03-27,2024-03-28,SIGNAL,Cable Fault,RB-SIG-024492,CRITICAL,P1_EMERGENCY,SEC_042,ALU,Ariyalur - Sillakkudi Block,11.102521,79.04072,2.6,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024493,2024-11-04,2024-11-08,SIGNAL,Point Machine Issue,RB-SIG-024493,CRITICAL,P1_EMERGENCY,SEC_026,TMV,Tindivanam - Mailam Block,12.19738,79.62875,2.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024494,2024-12-11,2024-12-23,SIGNAL,Interlocking Fault,RB-SIG-024494,HIGH,P2_URGENT,SEC_020,KGZ,Karunguzhi - Madurantakam Block,12.508222,79.895646,4.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024495,2024-06-12,2024-06-27,SIGNAL,Cable Fault,RB-SIG-024495,HIGH,P2_URGENT,SEC_012,PRGL,Perungalattur - Vandalur Block,12.901902,80.092579,3.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024496,2024-09-20,2024-09-25,SIGNAL,Axle Counter Error,RB-SIG-024496,HIGH,P2_URGENT,SEC_047,KTTR,Kattur - Lalgudi Block,10.887304,78.838432,1.6,3,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024497,2024-06-22,2024-07-06,SIGNAL,Cable Fault,RB-SIG-024497,HIGH,P2_URGENT,SEC_029,VVN,Vikravandi - Mundiyampakkam Block,12.011933,79.521936,2.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024498,2024-12-26,2025-01-22,SIGNAL,Axle Counter Error,RB-SIG-024498,MEDIUM,P3_NORMAL,SEC_051,TPTN,Tiruchchirappalli Town - Tiruchchirapalli Fort Block,10.829029,78.701972,2.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024499,2024-02-03,2024-02-14,SIGNAL,Point Machine Issue,RB-SIG-024499,HIGH,P2_URGENT,SEC_016,CTM,Kattangulathur - Singaperumal Koil Block,12.779112,80.010964,2.4,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024500,2024-03-14,2024-03-27,SIGNAL,Interlocking Fault,RB-SIG-024500,HIGH,P2_URGENT,SEC_026,TMV,Tindivanam - Mailam Block,12.16501,79.605546,3.9,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024501,2024-03-27,2024-03-31,SIGNAL,Interlocking Fault,RB-SIG-024501,CRITICAL,P1_EMERGENCY,SEC_018,CGL,Chengalpattu Junction - Ottivakkam Block,12.679028,79.979444,3.7,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024502,2024-02-16,2024-02-28,SIGNAL,Track Circuit Failure,RB-SIG-024502,HIGH,P2_URGENT,SEC_053,TPE,Tiruchchirappalli Palakarai - Tiruchchirappalli Junction Block,10.795343,78.685996,2.1,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024503,2024-01-27,2024-01-30,SIGNAL,Cable Fault,RB-SIG-024503,CRITICAL,P1_EMERGENCY,SEC_031,VM,Viluppuram Junction - Kandambakkam Block,11.919413,79.476706,2.8,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024504,2024-08-30,2024-09-01,SIGNAL,Interlocking Fault,RB-SIG-024504,CRITICAL,P1_EMERGENCY,SEC_053,TPE,Tiruchchirappalli Palakarai - Tiruchchirappalli Junction Block,10.801608,78.690092,4.1,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024505,2024-08-06,2024-08-08,SIGNAL,Interlocking Fault,RB-SIG-024505,CRITICAL,P1_EMERGENCY,SEC_057,MPA,Manapparai - Chettiyapatti Block,10.600005,78.406425,3.6,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024506,2024-07-07,2024-07-17,SIGNAL,Cable Fault,RB-SIG-024506,HIGH,P2_URGENT,SEC_015,GI,Guduvancheri - Kattangulathur Block,12.82384,80.040927,3.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024507,2024-09-28,2024-09-29,SIGNAL,Axle Counter Error,RB-SIG-024507,CRITICAL,P1_EMERGENCY,SEC_024,KSGL,Karasangal - Olakur Block,12.326583,79.742377,2.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024508,2024-10-25,2024-10-31,SIGNAL,Cable Fault,RB-SIG-024508,HIGH,P2_URGENT,SEC_059,VPJ,Vaiyampatti - Kalpattichatram Block,10.542057,78.304659,3.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024509,2024-04-08,2024-04-13,SIGNAL,Track Circuit Failure,RB-SIG-024509,HIGH,P2_URGENT,SEC_065,TDN,Tiruparankundram - Aruppukkottai Block,9.610666,78.093723,2.3,2,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024510,2024-06-06,2024-06-10,SIGNAL,Interlocking Fault,RB-SIG-024510,CRITICAL,P1_EMERGENCY,SEC_021,MMK,Madurantakam - Melmaruvattur Block,12.477957,79.872042,4.0,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024511,2024-08-26,2024-08-30,SIGNAL,Axle Counter Error,RB-SIG-024511,CRITICAL,P1_EMERGENCY,SEC_014,UPM,Urappakkam - Guduvancheri Block,12.84991,80.060689,2.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024512,2024-01-01,2024-01-02,SIGNAL,Interlocking Fault,RB-SIG-024512,CRITICAL,P1_EMERGENCY,SEC_058,CII,Chettiyapatti - Vaiyampatti Block,10.558717,78.337029,3.8,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024513,2024-07-05,2024-07-10,SIGNAL,Axle Counter Error,RB-SIG-024513,HIGH,P2_URGENT,SEC_029,VVN,Vikravandi - Mundiyampakkam Block,12.042084,79.54058,2.1,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024514,2024-06-26,2024-07-08,SIGNAL,Point Machine Issue,RB-SIG-024514,HIGH,P2_URGENT,SEC_067,TIP,Tattapparai - Milavittan Block,8.814836,78.074945,2.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024515,2024-04-10,2024-04-12,SIGNAL,Interlocking Fault,RB-SIG-024515,CRITICAL,P1_EMERGENCY,SEC_065,TDN,Tiruparankundram - Aruppukkottai Block,9.654522,78.089055,3.8,1,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024516,2024-08-31,2024-09-04,SIGNAL,Track Circuit Failure,RB-SIG-024516,CRITICAL,P1_EMERGENCY,SEC_025,OLA,Olakur - Tindivanam Block,12.274325,79.692899,1.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024517,2024-04-30,2024-05-15,SIGNAL,Point Machine Issue,RB-SIG-024517,HIGH,P2_URGENT,SEC_007,TLM,Tirusulam - Pallavaram Block,12.973045,80.157884,1.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024518,2024-04-24,2024-04-30,SIGNAL,Track Circuit Failure,RB-SIG-024518,HIGH,P2_URGENT,SEC_013,VDR,Vandalur - Urappakkam Block,12.869553,80.073191,2.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024519,2024-09-22,2024-09-28,SIGNAL,Track Circuit Failure,RB-SIG-024519,HIGH,P2_URGENT,SEC_020,KGZ,Karunguzhi - Madurantakam Block,12.510268,79.897006,2.2,3,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024520,2024-07-02,2024-08-01,SIGNAL,Cable Fault,RB-SIG-024520,MEDIUM,P3_NORMAL,SEC_009,CMP,Chromepet - Tambaram Sanatorium Block,12.949844,80.139556,3.1,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024521,2024-03-13,2024-03-16,SIGNAL,Interlocking Fault,RB-SIG-024521,CRITICAL,P1_EMERGENCY,SEC_005,PZA,Palavanthangal - Meenambakkam Block,12.988266,80.18281,3.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024522,2024-08-08,2024-08-09,SIGNAL,Interlocking Fault,RB-SIG-024522,CRITICAL,P1_EMERGENCY,SEC_028,PEI,Perani - Vikravandi Block,12.055523,79.544366,4.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024523,2024-04-29,2024-05-09,SIGNAL,Point Machine Issue,RB-SIG-024523,HIGH,P2_URGENT,SEC_026,TMV,Tindivanam - Mailam Block,12.205242,79.634386,2.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024524,2024-09-19,2024-10-18,SIGNAL,Point Machine Issue,RB-SIG-024524,MEDIUM,P3_NORMAL,SEC_006,MN,Meenambakkam - Tirusulam Block,12.983888,80.173316,2.4,2,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024525,2024-06-25,2024-06-28,SIGNAL,Point Machine Issue,RB-SIG-024525,CRITICAL,P1_EMERGENCY,SEC_029,VVN,Vikravandi - Mundiyampakkam Block,12.005522,79.517972,2.6,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024526,2024-03-27,2024-03-31,SIGNAL,Interlocking Fault,RB-SIG-024526,CRITICAL,P1_EMERGENCY,SEC_060,KFC,Kalpattichatram - Ayyalur Block,10.502218,78.196835,3.9,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024527,2024-01-31,2024-02-11,SIGNAL,Axle Counter Error,RB-SIG-024527,HIGH,P2_URGENT,SEC_010,TBMS,Tambaram Sanatorium - Tambaram Block,12.92802,80.12047,2.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024528,2024-04-08,2024-05-05,SIGNAL,Point Machine Issue,RB-SIG-024528,MEDIUM,P3_NORMAL,SEC_061,AYR,Ayyalur - Vadamadurai Block,10.454148,78.122459,2.7,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024529,2024-08-28,2024-09-10,SIGNAL,Point Machine Issue,RB-SIG-024529,HIGH,P2_URGENT,SEC_014,UPM,Urappakkam - Guduvancheri Block,12.862774,80.06904,2.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024530,2024-09-08,2024-09-17,SIGNAL,Track Circuit Failure,RB-SIG-024530,HIGH,P2_URGENT,SEC_021,MMK,Madurantakam - Melmaruvattur Block,12.487366,79.879521,2.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024531,2024-10-29,2024-11-05,SIGNAL,Axle Counter Error,RB-SIG-024531,HIGH,P2_URGENT,SEC_055,PUG,Punggudi - Kolatur Block,10.706507,78.556464,2.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024532,2024-05-09,2024-05-19,SIGNAL,Interlocking Fault,RB-SIG-024532,HIGH,P2_URGENT,SEC_054,TPJ,Tiruchchirappalli Junction - Punggudi Block,10.761493,78.638952,4.3,4,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024533,2024-12-01,2024-12-06,SIGNAL,Interlocking Fault,RB-SIG-024533,CRITICAL,P1_EMERGENCY,SEC_037,PNDM,Pennadam - Ichchangadu Block,11.384583,79.220173,4.2,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024534,2024-10-01,2024-10-03,SIGNAL,Track Circuit Failure,RB-SIG-024534,CRITICAL,P1_EMERGENCY,SEC_046,PMB,Pullampadi - Kattur Block,10.908607,78.873206,2.1,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024535,2024-04-30,2024-05-03,SIGNAL,Track Circuit Failure,RB-SIG-024535,CRITICAL,P1_EMERGENCY,SEC_047,KTTR,Kattur - Lalgudi Block,10.877426,78.819224,1.6,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024536,2024-04-07,2024-04-13,SIGNAL,Point Machine Issue,RB-SIG-024536,HIGH,P2_URGENT,SEC_014,UPM,Urappakkam - Guduvancheri Block,12.848729,80.059922,2.6,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024537,2024-07-28,2024-07-29,SIGNAL,Interlocking Fault,RB-SIG-024537,CRITICAL,P1_EMERGENCY,SEC_064,MDU,Madurai Junction - Tiruparankundram Block,9.901085,78.089652,3.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024538,2024-10-03,2024-10-26,SIGNAL,Axle Counter Error,RB-SIG-024538,MEDIUM,P3_NORMAL,SEC_039,MTUR,Mathur - Sendurai Block,11.314445,79.203674,2.2,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024539,2024-06-21,2024-06-26,SIGNAL,Axle Counter Error,RB-SIG-024539,HIGH,P2_URGENT,SEC_057,MPA,Manapparai - Chettiyapatti Block,10.595213,78.398791,2.1,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024540,2024-02-27,2024-03-03,SIGNAL,Interlocking Fault,RB-SIG-024540,CRITICAL,P1_EMERGENCY,SEC_013,VDR,Vandalur - Urappakkam Block,12.883794,80.0808,4.2,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024541,2024-10-07,2024-10-15,SIGNAL,Axle Counter Error,RB-SIG-024541,HIGH,P2_URGENT,SEC_030,MYP,Mundiyampakkam - Viluppuram Junction Block,11.975953,79.507106,2.4,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024542,2024-06-14,2024-06-28,SIGNAL,Point Machine Issue,RB-SIG-024542,HIGH,P2_URGENT,SEC_008,PV,Pallavaram - Chromepet Block,12.953636,80.142191,2.6,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024543,2024-01-11,2024-01-14,SIGNAL,Interlocking Fault,RB-SIG-024543,CRITICAL,P1_EMERGENCY,SEC_013,VDR,Vandalur - Urappakkam Block,12.884925,80.081404,4.0,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024544,2024-03-11,2024-03-13,SIGNAL,Interlocking Fault,RB-SIG-024544,CRITICAL,P1_EMERGENCY,SEC_036,TLNR,Talanallur - Pennadam Block,11.44596,79.253214,3.8,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024545,2024-07-30,2024-08-12,SIGNAL,Interlocking Fault,RB-SIG-024545,HIGH,P2_URGENT,SEC_061,AYR,Ayyalur - Vadamadurai Block,10.469249,78.139727,4.1,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024546,2024-07-07,2024-07-23,SIGNAL,Interlocking Fault,RB-SIG-024546,MEDIUM,P3_NORMAL,SEC_056,KLS,Kolatur - Manapparai Block,10.630092,78.449655,4.3,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024547,2024-03-01,2024-03-06,SIGNAL,Point Machine Issue,RB-SIG-024547,CRITICAL,P1_EMERGENCY,SEC_026,TMV,Tindivanam - Mailam Block,12.18752,79.621682,2.6,0,Open,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024548,2024-09-13,2024-09-21,SIGNAL,Interlocking Fault,RB-SIG-024548,HIGH,P2_URGENT,SEC_009,CMP,Chromepet - Tambaram Sanatorium Block,12.939664,80.132561,4.0,1,Deferred,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024549,2024-08-20,2024-08-26,SIGNAL,Track Circuit Failure,RB-SIG-024549,HIGH,P2_URGENT,SEC_041,OTK,Ottakovil - Ariyalur Block,11.204196,79.095282,1.9,0,Completed,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
SMMS_TASK_024550,2024-07-12,2024-07-16,SIGNAL,Point Machine Issue,RB-SIG-024550,CRITICAL,P1_EMERGENCY,SEC_015,GI,Guduvancheri - Kattangulathur Block,12.821018,80.038721,2.3,0,In-Progress,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Calibrated S&T Maintenance Model
